DataType,DataN,C,BuildTime,SearchTime,Memory
Numbers,100,4,0.441,0,72
Numbers,500,4,7.409,0,348
Numbers,1000,4,7.101,0,324
Numbers,1500,4,5.693,0,240
Numbers,2500,4,15.296,0,740
Numbers,4000,4,11.912,0,480
