DataType,DataN,C,Bound,BuildTime,SearchTime,Memory
Vectors,100,4,5,1.003,0,152
Vectors,500,4,5,3.491,0,296
Vectors,1000,4,5,6.767,0,468
Vectors,1500,4,5,10.854,0,660
Vectors,2500,4,5,30.11,0,1092
Vectors,4000,4,5,37.517,0,1568
