DataType,DataN,C,BuildTime,SearchTime,Memory
Vectors,100,1,3.426,0,212
Vectors,500,1,10.447,0,416
Vectors,1000,1,18.876,0,716
Vectors,1500,1,31.32,0,1628
Vectors,2500,1,45.385,0,1016
Vectors,4000,1,80.651,0,3000
