DataType,DataN,C,Bound,BuildTime,SearchTime,Memory
Vectors,100,1,4,1.985,0,168
Vectors,500,1,4,7.487,0,368
Vectors,1000,1,4,13.427,0,692
Vectors,1500,1,4,24.045,0.006,496
Vectors,2500,1,4,45.692,0,1256
Vectors,4000,1,4,76.701,0.001,1616
