DataType,DataN,C,Bound,BuildTime,SearchTime,Memory
Words,100,1,3,1.229,0.001,148
Words,500,1,3,5.433,0.001,216
Words,1000,1,3,11.383,0.001,308
Words,1500,1,3,16.704,0.001,512
Words,2500,1,3,28.363,0.001,448
Words,4000,1,3,61.5,0.001,1476
