DataType,DataN,C,Bound,BuildTime,SearchTime,Memory
Vectors,100,2,5,1.489,0,160
Vectors,500,2,5,5.312,0,320
Vectors,1000,2,5,11.188,0,608
Vectors,1500,2,5,15.719,0,448
Vectors,2500,2,5,41.143,0.001,1140
Vectors,4000,2,5,53.28,0,1096
