DataType,DataN,C,Bound,BuildTime,SearchTime,Memory
Numbers,100,2,4,0.364,0,72
Numbers,500,2,4,2.545,0,136
Numbers,1000,2,4,5.86,0,264
Numbers,1500,2,4,11.178,0,156
Numbers,2500,2,4,8.688,0,268
Numbers,4000,2,4,24.615,0,716
