DataType,DataN,C,BuildTime,SearchTime,Memory
Words,100,4,0.423,0.001,120
Words,500,4,2.99,0.001,172
Words,1000,4,4.496,0.001,324
Words,1500,4,7.066,0.001,336
Words,2500,4,24.423,0.001,752
Words,4000,4,15.871,0.001,800
