DataType,DataN,C,Bound,BuildTime,SearchTime,Memory
Numbers,100,4,3,0.368,0,84
Numbers,500,4,3,1.157,0,144
Numbers,1000,4,3,3.348,0,288
Numbers,1500,4,3,1.611,0,168
Numbers,2500,4,3,1.243,0,252
Numbers,4000,4,3,2.231,0,416
