DataType,DataN,C,Bound,BuildTime,SearchTime,Memory
Words,100,1,4,2.446,0.001,148
Words,500,1,4,12.825,0.001,316
Words,1000,1,4,23.024,0.001,424
Words,1500,1,4,43.135,0.001,372
Words,2500,1,4,39.351,0.001,732
Words,4000,1,4,69.565,0.001,1108
